frame_idx,mean_Y,pct_under,pct_over
99,19.6271,57.0629,0.0000
100,24.0588,54.5217,0.0000
101,28.3088,52.0230,0.0000
102,35.5552,46.5525,0.0000
103,40.9416,46.1688,0.0000
104,41.2478,45.1445,0.0000
105,39.3995,44.4926,0.0000
106,38.2988,43.7674,0.0000
107,36.4277,44.3446,0.0000
108,36.9628,42.4132,0.0000
109,37.0934,40.7370,0.0000
110,38.1995,38.8537,0.0000
111,39.2349,37.8520,0.0000
112,41.5641,36.2057,0.0000
113,43.7507,32.9266,0.0000
114,46.0998,32.6688,0.0000
115,48.9980,29.8442,0.0000
116,51.2898,27.5091,0.0000
117,54.6064,26.2148,0.0000
118,56.1684,25.8164,0.0000
119,47.0086,0.5699,0.0000
120,47.4433,0.5226,0.0000
121,49.4749,0.4397,0.0000
122,49.7065,0.5117,0.0000
123,50.2396,0.5208,0.0000
124,50.4613,0.2600,0.0000
125,51.0115,0.2743,0.0000
126,52.7655,0.6437,0.0000
127,57.0526,0.6662,0.0000
128,56.8841,0.6801,0.0000
129,61.1422,0.7522,0.0000
130,61.7592,0.7522,0.0000
131,63.6900,0.7734,0.0000
132,64.5347,0.7808,0.0000
133,64.1743,0.5694,0.0000
134,65.1322,0.5577,0.0000
135,63.5504,0.6302,0.0000
136,64.5771,0.5621,0.0000
137,67.1835,0.8511,0.0000
138,68.1276,0.8663,0.0000
139,70.5675,1.0521,0.0000
140,71.3714,1.2053,0.0000
141,77.2078,1.6029,0.0000
142,97.5624,1.5547,0.0000
143,99.0692,1.4484,0.0000
144,101.6801,0.0100,0.0000
145,102.2088,0.0117,0.0000
146,85.6272,1.6007,0.0000
147,77.2888,11.0143,0.0000
148,55.8172,26.3346,0.0000
149,33.1236,56.8958,0.0000
150,65.0802,2.8216,0.0139
151,64.5459,2.8685,0.0165
152,60.2082,9.5056,0.0000
153,51.1672,17.6988,0.0000
154,47.6796,34.7201,0.0000
155,55.3807,33.2535,0.0000
156,58.6331,19.1311,0.0000
157,27.8584,16.9410,0.0000
158,19.8890,37.8199,0.0000
159,9.7149,83.3108,0.0000
160,4.3873,99.2964,0.0000
161,2.4625,99.9896,0.0000
162,0.0073,100.0000,0.0000
163,0.0073,100.0000,0.0000
164,0.0066,100.0000,0.0000
165,0.0066,100.0000,0.0000
166,0.0066,100.0000,0.0000
167,0.0066,100.0000,0.0000
168,0.0066,100.0000,0.0000
169,4.5161,95.4865,0.0195
170,6.9701,93.1914,0.1289
171,7.2188,93.1467,0.1523
172,9.3498,91.2474,0.3876
173,11.7112,89.2856,0.6337
174,13.4172,87.6532,0.8537
175,15.2830,86.1871,1.1428
176,15.4207,86.1280,1.1858
177,17.6303,84.0195,1.5195
178,19.6542,81.9475,1.8229
179,21.1848,80.2318,1.9783
180,22.9241,78.3003,2.2674
181,22.7688,78.4831,2.2105
182,24.4271,76.7548,2.3954
183,26.4568,74.9601,2.5182
184,28.1564,73.0339,2.6771
185,32.9008,69.3177,3.2617
186,34.9479,66.6415,3.5981
187,41.7186,59.5634,4.1788
188,51.0498,56.0786,5.7222
189,63.3166,53.4865,6.8828
190,77.4945,51.4900,8.1063
191,87.7188,51.3885,8.3672
192,78.1394,28.6428,6.5113
193,83.2222,29.0082,6.8589
194,83.6780,29.1311,7.1176
195,88.2931,28.4041,8.9774
196,87.7299,28.6749,8.8307
197,98.1086,20.9696,7.3707
198,80.2366,33.7378,7.4740
199,80.8501,33.5039,7.5838
200,79.6490,33.0100,7.5087
201,79.2464,33.3438,7.3038
202,78.0086,34.0065,7.0486
203,77.8091,34.1923,7.0924
204,78.2439,33.7778,7.0686
205,78.1836,33.8793,7.0122
206,79.9621,34.0056,7.0924
207,80.3287,34.0278,7.2122
208,79.4531,32.4171,7.1059
209,80.0612,32.3064,7.2795
210,77.7980,33.1220,7.3381
211,77.9870,33.0464,7.3333
212,77.3753,34.2509,7.3750
213,76.1516,35.8563,7.4427
214,77.4997,35.2773,7.8772
215,77.9787,35.4475,8.0864
216,78.0907,35.3702,8.1085
217,78.9885,34.7235,8.1862
218,79.4512,34.7539,8.3455
219,79.8001,34.1680,8.4570
220,80.1001,34.1836,8.4757
221,80.0422,34.7648,8.4240
222,36.0566,29.9748,0.7148
223,58.0759,1.1445,1.6606
224,82.9160,0.0000,3.8698
225,112.8357,0.0000,8.3572
226,146.6702,0.0000,15.7717
227,180.6092,0.0000,26.9036
228,207.3367,0.0000,38.6762
229,231.1777,0.0000,55.2431
230,237.5852,0.0000,63.0534
231,242.8192,0.0000,73.0069
232,253.3237,0.0000,98.4227
233,14.8473,55.0855,0.0000
234,15.5556,55.5399,0.0000
235,54.2463,32.7808,9.2083
236,95.3189,0.0022,19.5703
237,137.4793,25.5056,44.1775
238,193.6669,0.0000,61.1094
239,201.5627,0.0000,64.0924
240,172.9949,0.0000,48.0295
241,157.7652,0.3255,44.0234
242,158.8788,0.6241,44.5382
243,163.0431,0.5903,45.8268
244,170.5254,0.8238,46.0629
245,196.2175,0.0000,57.2218
246,199.5561,0.0000,58.7192
247,200.6998,0.8971,56.8824
248,207.3357,0.8707,60.9696
249,209.9653,2.4336,64.7661
250,205.9266,8.7600,71.5039
251,188.8844,12.7001,59.3859
252,172.6890,13.5612,0.1571
253,161.3337,13.5282,0.0013
254,153.0300,11.9366,0.0017
255,130.8478,8.3494,0.0004
256,103.1545,4.6263,0.0000
257,75.1201,5.1437,0.0000
258,49.7190,6.6137,0.0000
259,34.4651,8.7344,0.0000
260,23.7860,17.8268,0.0000
261,23.8516,36.5855,0.0000
262,23.5266,54.7565,0.0000
263,19.3648,84.0477,0.0000
264,13.7412,93.7643,0.0000
265,11.8304,92.1120,0.0000
266,16.4416,74.2687,0.0000
267,25.0175,71.2131,0.8533
268,35.6923,64.1458,3.3542
269,44.2441,58.5911,5.0612
270,48.0384,55.6623,5.4080
271,51.1960,51.9818,5.4631
272,53.3441,48.5256,5.5551
273,54.8802,46.3637,5.5924
274,56.7274,43.7613,5.6549
275,58.0950,42.6437,5.6376
276,59.2552,42.0547,5.6745
277,59.6303,41.7548,5.6875
278,59.9545,41.5347,5.7010
279,60.0080,41.5343,5.6901
280,60.0085,41.5872,5.6897
281,60.0419,41.5894,5.6936
282,60.1255,41.5686,5.7101
283,60.0594,41.6966,5.6931
284,60.0963,41.6810,5.6931
285,60.1155,41.6667,5.7010
286,60.1449,41.6649,5.7127
287,60.1762,41.6662,5.7096
288,60.0570,41.7765,5.7170
289,60.7868,41.7053,5.7279
290,60.7852,41.7274,5.7231
291,60.7624,41.7296,5.7122
292,60.7508,41.7326,5.7135
293,60.8123,41.7201,5.7270
294,60.7136,41.8251,5.7118
295,60.7648,41.8490,5.7422
296,60.6794,41.9084,5.7018
297,60.6657,41.9102,5.7075
298,60.7535,41.8464,5.7235
299,60.6759,41.8689,5.6949
300,60.6571,41.8863,5.6914
301,60.6877,41.9805,5.7305
302,60.6148,41.9839,5.7010
303,60.6739,41.9523,5.7357
304,60.5930,42.0143,5.7309
305,60.5852,42.0039,5.7244
306,60.5842,42.1363,5.7535
307,60.5754,42.1337,5.7526
308,60.5499,42.1293,5.7548
309,24.1083,51.7274,0.0000
310,24.1594,51.6354,0.0000
311,24.1266,51.6949,0.0000
312,24.1751,51.6185,0.0000
313,24.1255,51.7027,0.0000
314,24.1326,51.6892,0.0000
315,24.1404,51.6771,0.0000
316,24.1477,51.6858,0.0000
317,24.2017,51.6042,0.0000
318,24.1538,51.7005,0.0000
319,24.1684,51.6636,0.0000
320,24.1793,51.6020,0.0000
321,24.1912,51.6120,0.0000
322,24.2303,51.5312,0.0000
323,24.1791,51.6523,0.0000
324,24.1848,51.6489,0.0000
325,24.1904,51.6749,0.0000
326,24.1956,51.6927,0.0000
327,24.2491,51.6003,0.0000
328,24.1955,51.6684,0.0000
329,24.2066,51.6558,0.0000
330,24.2197,51.6502,0.0000
331,24.2278,51.6606,0.0000
332,24.2439,51.6276,0.0000
333,24.2567,51.6241,0.0000
334,24.2693,51.6263,0.0000
335,24.3017,51.5560,0.0000
336,24.2667,51.6198,0.0000
337,27.3817,46.9201,0.0000
338,99.8716,18.5239,4.2452
339,100.0326,18.4345,4.2956
340,100.3001,18.3459,4.3342
341,100.4555,18.3507,4.3516
342,100.7115,18.2431,4.4293
343,100.9474,18.0825,4.4505
344,101.0842,18.1111,4.4544
345,101.7917,17.9141,4.5890
346,101.8601,17.9349,4.5768
347,102.1009,17.8537,4.6363
348,102.3870,17.6836,4.6719
349,102.4056,17.7192,4.6385
350,102.7020,17.6541,4.7075
351,102.8790,17.4674,4.7287
352,103.0515,17.4818,4.7591
353,103.3835,17.3633,4.7739
354,103.6676,17.2109,4.8529
355,103.7777,17.2439,4.8268
356,104.1281,17.1441,4.8958
357,104.3920,17.0321,4.9293
358,104.5450,17.0608,4.9128
359,104.7326,16.9874,4.9735
360,104.9675,16.8420,5.0464
361,105.0857,16.8459,5.0260
362,105.3877,16.5681,5.0764
363,105.8138,16.2873,5.1610
364,106.0485,16.0699,5.3559
365,106.1541,16.0352,5.3789
366,106.4823,15.8993,5.3030
367,106.5796,15.9049,5.3299
368,106.7694,15.8550,5.3581
369,110.9112,7.7222,6.8038
370,115.4399,3.2904,7.7474
371,119.6340,0.9653,9.0347
372,124.1266,0.2565,10.1549
373,129.2152,0.2461,11.9822
374,133.7023,0.2361,14.9271
375,138.2089,0.2214,17.4622
376,143.2624,0.2179,19.5230
377,147.7514,0.1975,21.1306
378,108.8833,19.2170,19.5881
379,107.1601,19.2431,19.0612
380,103.1696,19.2556,17.2439
381,101.8064,19.2617,15.8451
382,99.2928,19.1680,15.2687
383,96.3834,19.1693,13.8902
384,93.5838,19.2122,12.7830
385,90.6747,19.1832,11.8377
386,87.5331,19.6732,10.6376
387,84.7178,20.2539,10.3077
388,83.2503,22.3438,10.1163
389,81.5640,25.6944,9.7296
390,81.3126,25.7635,9.7752
391,80.9510,25.7986,9.8828
392,80.8325,25.8824,9.9453
393,80.4271,26.0616,10.0855
394,80.2745,26.2713,10.0382
395,79.9979,26.4874,10.2474
396,79.8790,26.6710,10.5742
397,79.5723,26.8012,10.7457
398,79.2704,26.9405,10.8455
399,79.0889,27.1424,10.9188
400,78.7036,27.4484,11.1480
401,78.5693,27.6224,11.1402
402,78.2298,27.6354,11.0516
403,78.1972,27.7027,10.9154
404,77.9998,27.5690,10.9987
405,77.7926,27.6806,10.9931
406,77.2109,27.5286,11.0803
407,77.0996,27.3485,10.9965
408,76.7291,27.2266,11.1150
409,76.3412,27.0516,11.0569
410,75.9511,26.9076,11.0972
411,75.6817,26.3147,11.1055
412,75.4144,26.3355,11.1202
413,74.7984,25.6732,11.1610
414,74.6205,25.6606,11.1393
415,74.4157,25.5052,11.2405
416,74.0609,25.4705,11.2201
417,73.9440,25.3928,11.0890
418,73.8265,25.5260,10.9102
419,73.6034,25.3984,10.9336
420,73.0772,25.7044,10.9262
421,75.9819,19.8754,11.6146
422,79.3400,18.5595,12.8490
423,82.5314,17.9340,13.7335
424,86.4437,17.7096,14.4149
425,89.0359,17.5469,15.3993
426,94.6751,17.5217,16.2426
427,97.3300,17.4575,16.6962
428,100.5918,17.4067,17.1849
429,103.0649,17.4028,17.5369
430,59.6324,17.2565,0.7552
431,57.9373,17.2005,0.6901
432,54.5910,17.0825,0.6506
433,51.2566,16.9640,0.5720
434,47.8810,16.8819,0.5221
435,44.5540,16.7934,0.4874
436,41.1946,19.0182,0.4449
437,37.8036,23.1016,0.4197
438,36.3226,24.4770,0.4258
439,34.6337,26.4158,0.4275
440,29.8747,30.6931,0.4106
441,26.9180,36.6124,0.3889
442,26.7286,37.4253,0.3950
443,26.7554,37.3737,0.4102
444,26.7480,37.4314,0.4102
445,26.8332,37.2504,0.4145
446,26.8527,37.4206,0.4158
447,26.8977,37.2691,0.4162
448,26.8571,37.4197,0.4141
449,26.9054,37.3494,0.4158
450,26.9854,37.1350,0.4288
451,26.9915,37.1667,0.4288
452,27.0194,37.1480,0.4275
453,27.0516,37.2040,0.4262
454,27.0567,37.2179,0.4253
455,27.0962,37.0486,0.4280
456,27.1248,36.9167,0.4384
457,27.1820,36.8468,0.4362
458,26.1922,40.5378,0.4353
459,25.3385,43.1584,0.4340
460,29.5630,40.2227,0.4275
461,35.9455,38.4553,0.5621
462,36.3733,38.1111,0.4865
463,36.3381,39.3819,0.4280
464,32.2751,43.2005,0.4345
465,29.1446,43.7244,0.4397
466,28.3816,42.1615,0.4345
467,34.0988,38.4844,0.4401
468,35.2600,38.3398,0.4661
469,39.0458,38.7921,0.4844
470,39.0595,38.7422,0.4839
471,34.8763,39.8390,0.4453
472,31.7969,42.3207,0.4523
473,29.3107,43.5694,0.4514
474,95.3538,23.2222,19.2487
475,59.5932,26.1445,4.4115
476,59.3862,26.2040,4.4197
477,59.1582,25.8181,3.6819
478,61.5633,25.4045,4.3047
479,63.0343,25.2461,4.6176
480,70.0026,25.2622,7.9987
481,72.6919,25.1202,9.2422
482,88.9537,24.8924,14.6306
483,89.6606,24.8550,14.7895
484,83.4477,24.8668,11.1289
485,78.0226,23.6398,10.1398
486,78.4328,23.2248,9.8546
487,76.4872,23.4670,10.3199
488,95.3699,19.5816,18.0924
489,105.4009,19.4631,23.4948
490,91.1917,23.3155,17.0712
491,48.0809,27.9293,0.7214
492,47.7189,27.9510,0.5456
493,48.3910,27.8655,0.6406
494,56.6921,25.6897,3.1480
495,71.8296,25.1102,9.8628
496,78.2398,25.0668,11.7830
497,65.0184,27.0230,6.5807
498,47.2285,30.6897,0.8303
499,46.5720,30.7161,0.5968
500,57.2839,26.1085,3.0204
501,70.4349,25.1128,7.9696
502,59.2936,25.3576,3.7543
503,51.9218,25.2973,1.1549
504,52.4898,25.2391,2.1536
505,52.1203,25.3364,2.4219
506,48.9026,25.4588,1.3225
507,55.1701,25.2760,2.6441
508,67.0705,24.4944,6.4627
509,68.4501,24.5126,6.9266
510,60.3960,24.6879,4.0503
511,53.1186,25.3451,1.8021
512,52.1516,25.5638,1.7561
513,51.4580,25.8351,1.5894
514,61.9730,23.0694,4.0056
515,109.2736,20.1788,23.4783
516,116.8081,20.0191,27.5326
517,118.9045,19.2174,28.0668
518,127.6092,19.3381,33.0747
519,107.5779,20.0608,22.3190
520,62.6865,25.9961,5.2157
521,74.5757,25.8941,10.3672
522,70.6977,24.3481,8.0139
523,53.8651,24.4688,2.0508
524,47.6447,24.8168,0.4818
525,47.2483,24.5191,0.3025
526,56.5101,20.4193,2.0278
527,89.3330,19.3038,13.0204
528,98.8757,21.4857,19.6324
529,93.3334,23.9557,18.0200
530,88.1838,24.4531,13.9227
531,106.4716,19.1089,21.1345
532,106.4865,19.4453,21.0434
533,107.7222,19.1497,21.5577
534,80.6808,23.2413,10.8229
535,73.8851,22.8168,7.8880
536,66.6498,23.3199,5.3329
537,55.0421,24.6181,2.4974
538,58.1274,25.1984,5.0968
539,61.2701,25.2270,6.8173
540,102.0167,11.8893,0.1345
541,103.4970,12.4470,0.2279
542,104.1548,12.6944,0.2795
543,108.6941,12.8043,1.2222
544,110.9883,12.8025,3.7908
545,110.6042,12.7912,3.1975
546,107.6903,12.6576,1.5208
547,113.6865,12.6793,2.7161
548,101.9454,12.5894,0.2005
549,100.7292,12.7522,0.0286
550,98.7346,12.8537,0.2161
551,96.9267,13.1237,0.3798
552,99.8663,13.1984,0.7600
553,100.7641,13.1107,0.6541
554,100.0763,13.2166,0.5872
555,98.5104,13.0204,0.4245
556,98.5626,12.9605,0.3754
557,97.7383,12.9453,0.1970
558,110.4176,7.8090,5.7313
559,104.8136,7.7873,0.8728
560,114.7667,7.7778,0.8477
561,127.2027,7.7799,8.7279
562,134.2198,7.7921,10.8273
563,110.5750,8.4926,5.5373
564,115.8853,8.3854,7.6289
565,91.5947,11.2786,1.5477
566,90.6237,13.1975,1.2096
567,95.7370,10.7240,0.3234
568,84.6926,9.3047,0.3832
569,94.6100,10.5773,0.6840
570,82.8803,11.4423,0.3186
571,83.5467,11.1176,0.2691
572,84.5077,11.0143,0.4032
573,91.4533,13.0638,0.4310
574,88.7089,11.7630,1.2925
575,83.7366,11.3581,0.5161
576,70.1197,14.5100,0.1641
577,84.4409,12.2170,0.1975
578,88.1077,12.6576,0.2062
579,104.7301,8.5551,0.2053
580,80.9322,13.3116,0.1693
581,69.1851,14.7092,0.2036
582,66.2904,14.5773,0.1332
583,102.8821,9.7917,0.1918
584,96.6353,10.3095,0.1923
585,72.3530,12.1085,0.1875
586,94.8248,10.7309,0.1997
587,76.8431,11.9240,0.7053
588,68.4395,14.5907,0.1220
589,70.2522,14.3819,0.1914
590,91.1849,8.7839,0.1840
591,106.3422,8.3472,0.2834
592,72.3341,14.8069,0.1380
593,82.0834,12.3364,0.2678
594,71.7224,14.2604,0.1593
595,65.0646,14.5686,0.1172
596,62.2414,15.0030,0.0890
597,59.1987,15.2218,0.0521
598,60.6062,15.0668,0.0634
599,67.4088,14.1354,0.0964
600,71.1365,13.5399,0.1549
601,74.1662,14.2374,0.1632
602,72.7333,14.4171,0.1623
603,74.3713,14.8225,0.1432
604,71.2594,15.0625,0.4727
605,65.3470,15.4909,0.0855
606,70.1544,13.1081,0.0855
607,68.7341,13.8359,0.1150
608,72.4697,13.0773,0.1463
609,69.1306,14.0998,0.1055
610,70.0491,12.4766,0.8802
611,66.3400,12.4826,0.0846
612,75.9470,11.5369,0.1437
613,79.9404,11.2509,0.2626
614,68.5837,14.8950,0.0790
615,67.8754,15.0603,0.0781
616,69.9127,15.2296,0.1406
617,0.0012,100.0000,0.0000
618,0.0012,100.0000,0.0000
619,0.0012,100.0000,0.0000
620,0.0012,100.0000,0.0000
621,0.0012,100.0000,0.0000
622,0.0012,100.0000,0.0000
623,0.0012,100.0000,0.0000
624,0.0012,100.0000,0.0000
625,0.0012,100.0000,0.0000
626,0.0012,100.0000,0.0000
627,0.0012,100.0000,0.0000
628,0.0007,100.0000,0.0000
629,0.0007,100.0000,0.0000
630,0.0007,100.0000,0.0000
631,0.0007,100.0000,0.0000
632,0.0007,100.0000,0.0000
633,86.8103,10.5890,0.0000
634,85.9272,11.1385,0.0000
635,85.9666,13.1137,0.0000
636,94.9025,12.4527,2.7274
637,109.1834,11.0208,5.6150
638,107.5989,10.9631,6.0729
639,102.5383,10.8542,6.3490
640,103.9350,10.5738,7.9540
641,83.2980,10.7535,2.7378
642,86.3906,12.5456,2.6753
643,90.0313,10.7244,1.0417
644,115.5688,10.7161,2.6306
645,109.7828,10.6016,4.4510
646,102.2226,26.6428,10.4935
647,103.4450,27.7973,11.0273
648,104.2566,27.8320,11.7947
649,120.5684,13.1541,13.6697
650,111.6916,10.9531,14.5516
651,111.7467,11.3368,11.4449
652,112.5424,19.2739,14.1523
653,139.2073,11.6098,24.7812
654,107.4884,20.2088,17.0690
655,115.4524,16.6497,17.6380
656,204.0324,10.4102,59.8707
657,227.7082,10.5556,88.8889
658,227.7082,10.5556,88.8889
659,227.7082,10.5556,88.8889
660,227.7082,10.5556,88.8889
661,227.7082,10.5556,88.8889
662,227.7082,10.5556,88.8889
663,227.7082,10.5556,88.8889
664,227.7082,10.5556,88.8889
665,227.7082,10.5556,88.8889
666,227.7082,10.5556,88.8889
667,227.7082,10.5556,88.8889
668,10.6714,86.0117,0.1359
669,10.7976,85.7891,0.1797
670,11.0879,85.3472,0.1706
671,11.0415,85.3485,0.1775
672,12.4559,80.8529,0.1780
673,13.1962,77.3698,0.1745
674,13.8805,73.2140,0.0612
675,15.3179,69.1849,0.0621
676,97.9632,12.1940,11.9310
677,174.5075,11.3971,49.2170
678,198.1604,11.0712,68.9961
679,153.5046,12.0751,43.6628
680,179.9426,11.4909,39.7010
681,227.7605,10.5386,88.8889
682,226.5376,10.5386,87.4397
683,222.2268,10.5386,88.8194
684,211.7679,10.5352,45.5729
685,197.4205,10.5556,12.3711
686,160.7076,10.5382,0.5091
687,127.3597,10.5412,0.2018
688,95.0184,10.3880,0.0812
689,55.0401,10.7713,0.0082
690,52.0635,44.5699,4.5139
691,121.3382,25.6532,27.7344
692,31.5750,47.5282,0.0065
693,33.2099,45.5382,0.1337
694,48.7111,39.2478,0.3420
695,49.7369,38.2561,0.3694
696,51.4212,34.8212,0.3646
697,52.2871,33.3958,0.4080
698,52.8887,33.9175,0.4232
699,54.4771,32.7374,0.4566
700,55.2381,32.3503,0.5877
701,55.7272,31.4844,0.6107
702,56.4444,30.4093,0.7118
703,57.3374,30.0959,0.8303
704,57.8456,30.0365,0.9418
705,58.5573,30.1406,1.0382
706,59.1367,29.6623,1.1706
707,59.4939,29.5864,1.2704
708,60.1513,29.7122,1.4310
709,60.8634,29.9440,1.5256
710,60.9423,30.5425,1.5035
711,62.9862,28.3898,1.3841
712,66.7942,23.5182,0.4744
713,65.0852,24.9349,1.3346
714,61.7138,26.2691,1.0951
715,68.0873,24.0056,1.2027
716,64.4745,26.5964,1.2005
717,65.3469,26.3737,1.2478
718,57.1631,30.6641,0.8390
719,66.8420,31.2526,1.2704
720,64.7393,27.0460,0.3819
721,64.8217,26.9488,0.4028
722,48.4816,12.5130,1.8155
723,38.4988,19.7543,1.7405
724,38.4266,19.5707,1.8594
725,38.3206,19.9097,1.9062
726,37.7681,20.1615,1.8850
727,37.3088,20.5642,1.8116
728,36.4570,20.5512,1.7422
729,35.7827,21.5321,1.6793
730,35.9014,21.5651,1.7218
731,34.9755,22.6432,1.6992
732,35.0260,22.5560,1.7010
733,39.4124,33.0738,4.1901
734,41.1354,30.4062,4.2040
735,44.9528,29.9809,4.4271
736,61.4244,22.5647,7.8568
737,69.8041,17.8294,7.7739
738,71.3303,16.6415,7.0521
739,71.6688,16.7131,7.3325
740,75.9217,32.5955,4.7804
741,75.6498,32.5530,4.7943
742,75.0292,32.8446,4.7127
743,74.4498,33.0339,4.6619
744,74.0272,33.2066,4.6276
745,73.3997,33.6363,4.5417
746,72.9071,33.8320,4.4284
747,72.2338,34.2578,4.3503
748,71.9027,34.3806,4.3064
749,71.4627,34.6363,4.1840
750,70.7310,34.9987,4.1150
751,70.3480,35.1762,4.0816
752,189.4052,10.3681,24.9271
753,189.8695,10.4058,25.8568
754,189.9872,10.3980,26.0699
755,190.1356,10.3993,26.4531
756,190.2241,10.4258,26.5360
757,190.4784,10.4674,26.5286
758,191.7266,10.4891,25.8485
759,191.8527,10.4631,25.8090
760,191.9716,10.5308,25.9132
761,192.9081,10.5343,24.6042
762,192.9059,10.5334,24.3568
763,194.5733,10.5122,23.0599
764,196.9337,10.4813,24.6545
765,196.9690,10.4479,24.6662
766,197.4296,10.5256,25.1072
767,195.4888,10.5330,26.1115
768,196.0118,10.5130,26.2791
769,189.5212,10.5447,28.1732
770,190.3604,10.5530,28.5521
771,189.8878,10.5334,27.4358
772,191.3197,10.5122,27.7274
773,190.4941,10.5378,26.3780
774,191.7981,10.5165,26.3095
775,190.8555,10.5226,23.8220
776,190.8746,10.4891,23.9609
777,190.1297,10.5252,21.5829
778,190.6537,10.5334,21.9931
779,189.8646,10.5113,21.6766
780,190.0169,10.5056,21.4119
781,188.8285,10.3038,20.3273
782,188.8144,10.3082,20.0286
783,0.0000,100.0000,0.0000
784,97.8979,27.1879,0.0000
785,96.6365,27.2053,0.0000
786,89.3488,29.9596,0.0000
787,89.3550,29.9622,0.0000
788,92.0079,27.8021,0.0712
789,91.6062,27.7218,0.0634
790,87.9134,27.2661,0.0365
791,87.6429,27.2483,0.0360
792,87.5852,27.2591,0.0360
793,89.8005,28.4757,1.1628
794,90.9736,25.2036,0.0065
795,90.8251,25.2092,0.0061
796,92.6812,27.2049,2.1784
797,92.6763,27.1953,2.1784
798,92.5800,27.1150,2.1159
799,92.4242,27.2170,2.3320
800,93.9145,24.9557,0.0178
801,93.8722,24.9557,0.0182
802,93.4755,24.9444,0.0252
803,91.3015,27.6411,0.9657
804,0.0000,100.0000,0.0000
805,109.2135,17.6628,0.3273
806,109.4255,17.5707,0.3611
807,109.5942,17.5356,0.3615
808,109.6714,17.5556,0.3537
809,109.6623,17.5885,0.3563
810,109.9484,17.4588,0.3655
811,109.9218,17.5438,0.3633
812,109.8995,17.5421,0.3633
813,110.1114,17.5182,0.3941
814,110.0822,17.6302,0.3859
815,110.1132,17.7396,0.4253
816,110.1193,17.7370,0.4253
817,110.0810,18.1293,0.5434
818,110.3202,17.9935,0.5525
819,110.4074,17.9358,0.5464
